Curah Hujan (mm),Ketinggian Sungai (cm),Debit Air (m³/s),Luas Resapan (%),Drainase (skor 1-10),Kondisi Cuaca,Label
108,132,553,65,5,Hujan Sedang,Banjir
166,176,731,69,2,Hujan Berat,Banjir
55,80,302,23,8,Hujan Ringan,Tidak
117,123,413,16,9,Hujan Sedang,Banjir
86,92,272,31,3,Hujan Sedang,Banjir
122,127,341,20,5,Hujan Berat,Banjir
62,68,202,22,2,Hujan Sedang,Banjir
84,92,279,29,2,Hujan Sedang,Banjir
32,52,186,46,6,Hujan Ringan,Tidak
32,47,183,35,6,Hujan Ringan,Tidak
104,97,324,74,5,Hujan Sedang,Banjir
162,147,600,67,5,Hujan Berat,Banjir
162,135,425,61,9,Hujan Berat,Banjir
167,185,742,55,9,Hujan Berat,Banjir
81,81,346,76,3,Hujan Sedang,Tidak
45,54,173,17,6,Hujan Ringan,Tidak
114,107,288,49,4,Hujan Sedang,Banjir
48,65,247,40,8,Hujan Ringan,Tidak
31,54,165,78,6,Hujan Ringan,Tidak
93,107,313,72,3,Hujan Sedang,Banjir
128,124,410,20,3,Hujan Berat,Banjir
63,77,269,57,7,Hujan Ringan,Tidak
88,93,380,43,5,Hujan Sedang,Banjir
47,61,258,75,4,Hujan Ringan,Tidak
182,151,434,31,8,Hujan Berat,Banjir
78,93,366,26,5,Hujan Sedang,Banjir
98,83,354,76,7,Hujan Sedang,Tidak
58,82,265,50,7,Hujan Ringan,Tidak
30,61,209,37,8,Hujan Ringan,Tidak
155,159,469,48,2,Hujan Berat,Banjir
108,115,342,47,8,Hujan Sedang,Banjir
53,82,338,44,7,Hujan Ringan,Tidak
32,57,253,28,6,Hujan Ringan,Tidak
90,79,289,47,9,Hujan Sedang,Tidak
65,79,347,30,5,Hujan Ringan,Banjir
53,79,271,65,7,Hujan Ringan,Tidak
55,72,283,71,6,Hujan Ringan,Tidak
47,71,311,63,5,Hujan Ringan,Tidak
42,56,219,60,2,Hujan Ringan,Tidak
61,73,318,25,6,Hujan Ringan,Tidak
197,181,536,33,8,Hujan Berat,Banjir
133,149,458,29,9,Hujan Berat,Banjir
165,132,460,62,8,Hujan Berat,Banjir
49,79,227,79,5,Hujan Ringan,Tidak
40,69,230,64,5,Hujan Ringan,Tidak
65,69,258,76,8,Hujan Sedang,Tidak
64,79,278,79,7,Hujan Sedang,Tidak
55,65,243,50,7,Hujan Ringan,Tidak
65,76,272,76,3,Hujan Sedang,Tidak
127,103,373,38,9,Hujan Berat,Banjir
41,53,248,66,2,Hujan Ringan,Tidak
156,153,484,15,5,Hujan Berat,Banjir
63,77,245,19,4,Hujan Ringan,Banjir
179,167,636,33,6,Hujan Berat,Banjir
53,70,230,37,4,Hujan Ringan,Tidak
60,81,322,42,9,Hujan Ringan,Tidak
58,70,253,23,5,Hujan Ringan,Tidak
40,66,253,20,2,Hujan Ringan,Banjir
51,63,209,29,8,Hujan Ringan,Tidak
106,102,363,71,3,Hujan Sedang,Banjir
30,57,218,25,5,Hujan Ringan,Tidak
49,65,280,67,2,Hujan Ringan,Tidak
123,139,473,65,9,Hujan Berat,Banjir
105,110,314,34,8,Hujan Sedang,Banjir
79,82,311,37,9,Hujan Sedang,Tidak
131,124,495,47,4,Hujan Berat,Banjir
68,82,279,55,9,Hujan Ringan,Tidak
100,103,386,43,5,Hujan Sedang,Banjir
68,83,369,36,5,Hujan Sedang,Banjir
146,151,446,37,8,Hujan Berat,Banjir
153,116,511,31,2,Hujan Berat,Banjir
45,53,202,19,3,Hujan Ringan,Tidak
119,117,439,19,5,Hujan Berat,Banjir
93,103,432,49,4,Hujan Sedang,Banjir
116,133,478,30,5,Hujan Sedang,Banjir
53,76,229,28,8,Hujan Ringan,Tidak
81,81,266,66,4,Hujan Sedang,Tidak
60,72,207,68,3,Hujan Ringan,Tidak
111,109,408,26,3,Hujan Sedang,Banjir
71,69,311,72,7,Hujan Sedang,Tidak
36,71,294,70,5,Hujan Ringan,Tidak
187,153,568,65,2,Hujan Berat,Banjir
108,98,268,29,8,Hujan Sedang,Banjir
30,47,163,76,7,Hujan Ringan,Tidak
68,75,219,58,9,Hujan Ringan,Tidak
60,85,295,25,8,Hujan Sedang,Tidak
69,92,343,20,4,Hujan Ringan,Banjir
66,70,213,70,6,Hujan Ringan,Tidak
180,137,425,22,9,Hujan Berat,Banjir
96,109,410,33,9,Hujan Sedang,Banjir
30,45,161,19,7,Hujan Ringan,Tidak
35,53,212,23,9,Hujan Ringan,Tidak
196,190,694,62,5,Hujan Berat,Banjir
37,54,262,67,9,Hujan Ringan,Tidak
35,49,205,70,6,Hujan Ringan,Tidak
96,100,345,61,8,Hujan Sedang,Tidak
107,125,411,52,4,Hujan Sedang,Banjir
174,155,415,29,3,Hujan Berat,Banjir
83,79,268,26,4,Hujan Sedang,Banjir
32,43,156,24,2,Hujan Ringan,Tidak
42,60,232,79,5,Hujan Ringan,Tidak
88,111,429,34,9,Hujan Sedang,Banjir
96,83,295,32,4,Hujan Sedang,Banjir
74,88,263,47,4,Hujan Sedang,Tidak
60,80,302,43,6,Hujan Sedang,Tidak
158,137,537,42,5,Hujan Berat,Banjir
91,85,363,67,6,Hujan Sedang,Tidak
113,106,429,31,4,Hujan Sedang,Banjir
41,49,166,27,5,Hujan Ringan,Tidak
116,95,401,60,6,Hujan Sedang,Banjir
65,79,325,53,9,Hujan Ringan,Tidak
185,156,543,79,8,Hujan Berat,Banjir
66,70,209,78,4,Hujan Sedang,Tidak
62,79,314,50,7,Hujan Ringan,Tidak
60,88,376,36,6,Hujan Sedang,Tidak
176,175,579,25,9,Hujan Berat,Banjir
139,133,411,52,4,Hujan Berat,Banjir
115,105,346,36,3,Hujan Sedang,Banjir
170,184,635,79,3,Hujan Berat,Banjir
114,133,476,39,2,Hujan Sedang,Banjir
59,74,275,18,9,Hujan Ringan,Tidak
86,91,264,19,7,Hujan Sedang,Banjir
68,79,327,23,7,Hujan Ringan,Tidak
102,121,381,42,5,Hujan Sedang,Banjir
50,70,244,27,9,Hujan Ringan,Tidak
44,56,227,28,2,Hujan Ringan,Tidak
78,88,321,57,4,Hujan Sedang,Banjir
62,75,334,45,5,Hujan Sedang,Tidak
45,77,219,47,4,Hujan Ringan,Tidak
43,61,257,57,5,Hujan Ringan,Tidak
90,89,330,31,8,Hujan Sedang,Banjir
107,120,424,50,9,Hujan Sedang,Banjir
78,95,342,45,4,Hujan Sedang,Banjir
67,82,266,39,7,Hujan Sedang,Tidak
199,214,756,26,6,Hujan Berat,Banjir
69,93,355,41,7,Hujan Sedang,Tidak
46,59,218,22,7,Hujan Ringan,Tidak
34,50,238,65,7,Hujan Ringan,Tidak
39,63,241,58,5,Hujan Ringan,Tidak
60,86,372,70,3,Hujan Sedang,Tidak
90,85,272,17,7,Hujan Sedang,Banjir
108,99,353,33,2,Hujan Sedang,Banjir
64,75,241,18,5,Hujan Sedang,Tidak
88,106,362,66,4,Hujan Sedang,Banjir
146,126,355,42,9,Hujan Berat,Banjir
99,110,434,46,3,Hujan Sedang,Banjir
86,76,213,50,4,Hujan Sedang,Tidak
113,122,479,75,2,Hujan Sedang,Banjir
50,82,255,46,5,Hujan Ringan,Tidak
116,117,335,28,9,Hujan Berat,Banjir
48,65,252,21,2,Hujan Ringan,Banjir
127,117,330,49,3,Hujan Berat,Banjir
112,120,398,54,3,Hujan Sedang,Banjir
40,63,214,63,7,Hujan Ringan,Tidak
56,71,255,50,7,Hujan Ringan,Tidak
186,147,457,46,5,Hujan Berat,Banjir
46,62,225,41,7,Hujan Ringan,Tidak
183,175,547,63,5,Hujan Berat,Banjir
35,46,190,37,9,Hujan Ringan,Tidak
46,68,287,35,3,Hujan Ringan,Tidak
195,170,609,73,7,Hujan Berat,Banjir
80,101,382,61,5,Hujan Sedang,Banjir
89,85,315,78,7,Hujan Sedang,Tidak
54,67,215,39,6,Hujan Ringan,Tidak
65,80,346,29,2,Hujan Ringan,Banjir
73,73,253,63,6,Hujan Sedang,Tidak
74,73,253,48,5,Hujan Sedang,Tidak
30,45,152,73,9,Hujan Ringan,Tidak
80,86,383,55,8,Hujan Sedang,Tidak
68,78,245,50,7,Hujan Sedang,Tidak
101,123,512,30,6,Hujan Sedang,Banjir
119,105,425,48,8,Hujan Sedang,Banjir
101,99,354,37,6,Hujan Sedang,Banjir
50,76,256,63,4,Hujan Ringan,Tidak
119,141,402,56,7,Hujan Sedang,Banjir
110,88,369,70,6,Hujan Berat,Banjir
39,53,202,43,3,Hujan Ringan,Tidak
52,63,258,78,2,Hujan Ringan,Tidak
126,136,574,28,2,Hujan Berat,Banjir
63,78,310,38,3,Hujan Ringan,Banjir
46,70,203,19,3,Hujan Ringan,Tidak
94,104,302,53,2,Hujan Sedang,Banjir
142,142,509,22,2,Hujan Berat,Banjir
107,110,457,54,4,Hujan Sedang,Banjir
152,158,550,56,3,Hujan Berat,Banjir
102,128,406,67,4,Hujan Sedang,Banjir
78,107,407,21,7,Hujan Sedang,Banjir
62,90,303,38,6,Hujan Ringan,Tidak
85,106,334,15,9,Hujan Sedang,Banjir
77,88,361,72,8,Hujan Sedang,Tidak
76,86,362,52,9,Hujan Sedang,Tidak
40,61,274,70,2,Hujan Ringan,Tidak
117,123,348,65,2,Hujan Sedang,Banjir
78,102,364,28,4,Hujan Sedang,Banjir
167,157,546,76,6,Hujan Berat,Banjir
50,65,184,48,4,Hujan Ringan,Tidak
143,118,391,63,7,Hujan Berat,Banjir
92,109,388,72,8,Hujan Sedang,Tidak
44,62,240,60,8,Hujan Ringan,Tidak
102,112,414,25,2,Hujan Sedang,Banjir
46,69,231,16,4,Hujan Ringan,Tidak
90,92,310,30,7,Hujan Sedang,Banjir
43,58,211,22,2,Hujan Ringan,Tidak
42,62,267,47,7,Hujan Ringan,Tidak
45,66,263,50,8,Hujan Ringan,Tidak
32,54,171,62,6,Hujan Ringan,Tidak
32,65,213,74,9,Hujan Ringan,Tidak
96,108,326,43,4,Hujan Sedang,Banjir
171,142,521,19,7,Hujan Berat,Banjir
70,80,318,77,3,Hujan Sedang,Tidak
69,82,259,75,9,Hujan Sedang,Tidak
89,96,362,27,8,Hujan Sedang,Banjir
53,62,219,35,8,Hujan Ringan,Tidak
118,101,413,30,4,Hujan Sedang,Banjir
66,84,270,70,7,Hujan Ringan,Tidak
60,71,227,58,4,Hujan Ringan,Tidak
57,80,285,52,5,Hujan Ringan,Tidak
76,72,289,67,4,Hujan Sedang,Tidak
65,73,260,73,9,Hujan Ringan,Tidak
109,93,395,72,2,Hujan Sedang,Banjir
143,138,556,37,4,Hujan Berat,Banjir
65,88,351,42,8,Hujan Sedang,Tidak
93,112,416,72,5,Hujan Sedang,Banjir
80,90,287,32,5,Hujan Sedang,Banjir
106,99,337,72,6,Hujan Sedang,Tidak
55,75,223,37,4,Hujan Ringan,Tidak
66,72,272,35,7,Hujan Sedang,Tidak
183,150,622,71,6,Hujan Berat,Banjir
58,61,223,44,3,Hujan Ringan,Tidak
109,117,402,20,9,Hujan Sedang,Banjir
90,100,281,20,6,Hujan Sedang,Banjir
75,81,240,60,4,Hujan Sedang,Tidak
94,94,311,56,7,Hujan Sedang,Tidak
92,97,309,31,7,Hujan Sedang,Banjir
66,63,269,52,4,Hujan Sedang,Tidak
191,182,724,50,7,Hujan Berat,Banjir
107,96,376,25,2,Hujan Sedang,Banjir
76,95,356,75,5,Hujan Sedang,Tidak
183,144,435,33,9,Hujan Berat,Banjir
95,104,279,71,9,Hujan Sedang,Tidak
118,132,518,60,5,Hujan Sedang,Banjir
116,95,281,54,8,Hujan Sedang,Tidak
195,153,576,42,5,Hujan Berat,Banjir
130,134,500,57,2,Hujan Berat,Banjir
62,77,239,58,3,Hujan Ringan,Tidak
59,76,328,31,2,Hujan Ringan,Banjir
65,61,248,77,5,Hujan Ringan,Tidak
100,121,430,18,5,Hujan Sedang,Banjir
96,88,308,51,8,Hujan Sedang,Tidak
39,66,230,39,7,Hujan Ringan,Tidak
117,131,534,67,5,Hujan Berat,Banjir
43,53,215,37,9,Hujan Ringan,Tidak
164,158,555,72,5,Hujan Berat,Banjir
192,147,492,58,6,Hujan Berat,Banjir
42,46,214,19,7,Hujan Ringan,Tidak
57,75,290,46,5,Hujan Ringan,Tidak
111,123,526,68,7,Hujan Sedang,Banjir
93,94,342,42,5,Hujan Sedang,Banjir
165,133,529,47,7,Hujan Berat,Banjir
52,61,266,75,2,Hujan Ringan,Tidak
53,84,242,35,6,Hujan Ringan,Tidak
35,43,182,39,8,Hujan Ringan,Tidak
37,52,232,57,5,Hujan Ringan,Tidak
31,59,246,35,4,Hujan Ringan,Tidak
63,80,252,52,8,Hujan Sedang,Tidak
69,84,298,19,5,Hujan Ringan,Banjir
115,124,376,59,8,Hujan Sedang,Banjir
143,154,421,75,3,Hujan Berat,Banjir
60,63,234,35,9,Hujan Ringan,Tidak
117,97,432,17,2,Hujan Sedang,Banjir
156,131,411,38,6,Hujan Berat,Banjir
111,121,340,48,7,Hujan Sedang,Banjir
77,90,381,22,5,Hujan Sedang,Banjir
133,118,428,73,4,Hujan Berat,Banjir
60,75,260,51,6,Hujan Sedang,Tidak
82,102,429,67,6,Hujan Sedang,Banjir
130,118,364,58,4,Hujan Berat,Banjir
43,55,217,69,8,Hujan Ringan,Tidak
199,152,532,61,7,Hujan Berat,Banjir
52,70,236,23,9,Hujan Ringan,Tidak
45,78,244,66,7,Hujan Ringan,Tidak
108,111,393,73,3,Hujan Sedang,Banjir
87,91,289,16,2,Hujan Sedang,Banjir
53,68,279,67,5,Hujan Ringan,Tidak
199,148,467,46,6,Hujan Berat,Banjir
119,135,444,29,8,Hujan Berat,Banjir
141,124,338,53,4,Hujan Berat,Banjir
106,104,417,64,6,Hujan Sedang,Banjir
100,110,436,39,4,Hujan Sedang,Banjir
98,93,302,27,2,Hujan Sedang,Banjir
71,78,278,67,8,Hujan Sedang,Tidak
69,72,301,54,7,Hujan Sedang,Tidak
178,129,486,37,6,Hujan Berat,Banjir
127,137,574,31,2,Hujan Berat,Banjir
168,166,564,50,3,Hujan Berat,Banjir
114,130,500,42,6,Hujan Sedang,Banjir
93,111,456,28,5,Hujan Sedang,Banjir
48,64,265,52,3,Hujan Ringan,Tidak
108,111,460,38,4,Hujan Sedang,Banjir
107,92,319,38,5,Hujan Sedang,Banjir
144,148,543,69,2,Hujan Berat,Banjir
30,41,162,61,4,Hujan Ringan,Tidak
104,94,339,63,7,Hujan Sedang,Tidak
35,60,218,72,8,Hujan Ringan,Tidak
32,56,214,74,6,Hujan Ringan,Tidak
59,73,338,33,7,Hujan Ringan,Tidak
57,74,294,46,2,Hujan Ringan,Banjir
95,103,397,44,8,Hujan Sedang,Banjir
117,120,496,70,5,Hujan Berat,Banjir
114,110,347,52,2,Hujan Berat,Banjir
54,81,316,25,3,Hujan Ringan,Banjir
110,117,360,62,2,Hujan Sedang,Banjir
74,84,229,45,8,Hujan Sedang,Tidak
96,97,315,74,8,Hujan Sedang,Tidak
51,75,295,33,4,Hujan Ringan,Tidak
35,46,164,40,7,Hujan Ringan,Tidak
49,58,201,18,6,Hujan Ringan,Tidak
55,75,269,40,7,Hujan Ringan,Tidak
193,184,571,70,5,Hujan Berat,Banjir
100,98,341,41,4,Hujan Sedang,Banjir
33,51,189,38,3,Hujan Ringan,Tidak
41,56,218,57,9,Hujan Ringan,Tidak
56,76,291,61,9,Hujan Ringan,Tidak
67,81,336,24,6,Hujan Sedang,Banjir
111,124,507,54,5,Hujan Sedang,Banjir
116,134,378,57,9,Hujan Berat,Banjir
105,110,371,29,6,Hujan Sedang,Banjir
199,161,497,69,5,Hujan Berat,Banjir
71,86,312,55,7,Hujan Sedang,Tidak
118,102,394,54,9,Hujan Berat,Banjir
39,68,240,71,3,Hujan Ringan,Tidak
119,101,372,43,8,Hujan Sedang,Banjir
65,68,306,67,5,Hujan Ringan,Tidak
104,128,372,41,7,Hujan Sedang,Banjir
32,65,241,46,5,Hujan Ringan,Tidak
56,72,297,50,8,Hujan Ringan,Tidak
69,78,316,43,5,Hujan Ringan,Tidak
114,133,371,16,4,Hujan Berat,Banjir
113,110,364,21,7,Hujan Berat,Banjir
65,81,236,35,9,Hujan Sedang,Tidak
115,118,460,42,6,Hujan Berat,Banjir
61,84,284,71,3,Hujan Ringan,Tidak
61,73,285,48,4,Hujan Sedang,Tidak
69,85,268,70,2,Hujan Ringan,Tidak
73,83,261,33,7,Hujan Sedang,Tidak
47,68,285,16,3,Hujan Ringan,Banjir
68,85,268,58,8,Hujan Ringan,Tidak
62,70,206,52,8,Hujan Ringan,Tidak
41,58,263,71,9,Hujan Ringan,Tidak
38,63,256,21,8,Hujan Ringan,Tidak
116,106,321,66,6,Hujan Sedang,Banjir
108,122,449,59,2,Hujan Sedang,Banjir
83,82,252,19,7,Hujan Sedang,Tidak
91,111,422,40,4,Hujan Sedang,Banjir
92,108,360,51,2,Hujan Sedang,Banjir
37,57,162,74,2,Hujan Ringan,Tidak
96,97,291,78,3,Hujan Sedang,Banjir
89,108,310,30,8,Hujan Sedang,Banjir
73,74,234,43,6,Hujan Sedang,Tidak
111,97,382,79,3,Hujan Sedang,Banjir
63,84,329,79,9,Hujan Ringan,Tidak
102,104,438,66,2,Hujan Sedang,Banjir
34,56,199,34,8,Hujan Ringan,Tidak
68,87,296,27,4,Hujan Ringan,Banjir
92,106,287,59,3,Hujan Sedang,Banjir
47,63,254,33,2,Hujan Ringan,Tidak
92,101,418,55,8,Hujan Sedang,Banjir
68,68,199,71,8,Hujan Sedang,Tidak
115,99,296,20,8,Hujan Sedang,Banjir
30,61,184,74,9,Hujan Ringan,Tidak
46,62,212,17,3,Hujan Ringan,Tidak
67,81,287,51,8,Hujan Sedang,Tidak
60,84,338,48,6,Hujan Ringan,Tidak
97,113,469,25,7,Hujan Sedang,Banjir
131,130,474,72,8,Hujan Berat,Banjir
32,48,157,26,7,Hujan Ringan,Tidak
66,74,270,34,4,Hujan Ringan,Tidak
38,65,244,27,3,Hujan Ringan,Tidak
120,126,469,76,2,Hujan Berat,Banjir
40,52,155,20,9,Hujan Ringan,Tidak
72,82,260,56,7,Hujan Sedang,Tidak
37,54,214,63,7,Hujan Ringan,Tidak
65,74,320,23,2,Hujan Ringan,Banjir
57,78,304,57,9,Hujan Ringan,Tidak
97,101,321,45,5,Hujan Sedang,Banjir
70,92,268,40,5,Hujan Sedang,Tidak
38,54,149,17,3,Hujan Ringan,Tidak
48,54,232,19,3,Hujan Ringan,Tidak
111,107,432,30,7,Hujan Sedang,Banjir
117,111,348,49,7,Hujan Sedang,Banjir
44,63,270,70,5,Hujan Ringan,Tidak
77,92,377,23,8,Hujan Sedang,Banjir
69,90,348,60,9,Hujan Sedang,Tidak
41,55,207,71,9,Hujan Ringan,Tidak
67,75,254,27,3,Hujan Ringan,Banjir
68,81,305,22,9,Hujan Ringan,Tidak
64,77,283,25,2,Hujan Sedang,Banjir
89,93,319,30,3,Hujan Sedang,Banjir
60,73,308,52,9,Hujan Ringan,Tidak
66,93,296,25,7,Hujan Ringan,Tidak
40,69,306,79,8,Hujan Ringan,Tidak
111,101,339,53,3,Hujan Sedang,Banjir
61,72,258,43,3,Hujan Ringan,Tidak
83,102,343,38,3,Hujan Sedang,Banjir
65,80,276,50,7,Hujan Ringan,Tidak
55,58,242,23,8,Hujan Ringan,Tidak
68,97,420,62,8,Hujan Ringan,Tidak
44,65,218,67,6,Hujan Ringan,Tidak
60,75,224,40,4,Hujan Ringan,Tidak
61,85,300,54,8,Hujan Ringan,Tidak
113,106,361,41,6,Hujan Sedang,Banjir
123,129,499,36,7,Hujan Berat,Banjir
41,49,192,75,6,Hujan Ringan,Tidak
146,117,355,78,3,Hujan Berat,Banjir
40,53,201,42,4,Hujan Ringan,Tidak
179,141,595,54,7,Hujan Berat,Banjir
96,87,291,53,7,Hujan Sedang,Tidak
82,92,293,66,8,Hujan Sedang,Tidak
95,114,304,42,2,Hujan Sedang,Banjir
118,99,359,67,9,Hujan Sedang,Tidak
46,58,238,66,5,Hujan Ringan,Tidak
68,86,296,61,5,Hujan Ringan,Tidak
43,50,223,64,3,Hujan Ringan,Tidak
49,59,256,19,7,Hujan Ringan,Tidak
148,150,569,75,9,Hujan Berat,Banjir
41,62,280,69,2,Hujan Ringan,Tidak
58,72,250,32,8,Hujan Ringan,Tidak
59,75,207,27,2,Hujan Ringan,Banjir
70,98,326,43,7,Hujan Sedang,Tidak
154,170,567,64,4,Hujan Berat,Banjir
61,77,220,19,4,Hujan Sedang,Tidak
59,70,239,76,4,Hujan Ringan,Tidak
59,82,304,43,2,Hujan Ringan,Banjir
56,73,221,69,6,Hujan Ringan,Tidak
36,45,158,61,7,Hujan Ringan,Tidak
83,84,248,34,3,Hujan Sedang,Banjir
58,69,217,72,9,Hujan Ringan,Tidak
64,73,284,26,8,Hujan Ringan,Tidak
60,62,201,17,3,Hujan Sedang,Tidak
52,58,198,66,2,Hujan Ringan,Tidak
108,115,486,36,7,Hujan Sedang,Banjir
32,44,167,18,7,Hujan Ringan,Tidak
168,152,511,79,6,Hujan Berat,Banjir
152,168,463,67,3,Hujan Berat,Banjir
183,140,546,15,8,Hujan Berat,Banjir
68,83,310,56,6,Hujan Sedang,Tidak
56,58,182,35,4,Hujan Ringan,Tidak
105,121,500,22,8,Hujan Sedang,Banjir
32,55,190,17,4,Hujan Ringan,Tidak
64,92,285,58,5,Hujan Sedang,Tidak
32,43,178,67,3,Hujan Ringan,Tidak
63,68,220,32,2,Hujan Ringan,Banjir
146,134,486,44,7,Hujan Berat,Banjir
40,56,219,23,4,Hujan Ringan,Tidak
57,76,336,58,7,Hujan Ringan,Tidak
77,89,357,78,2,Hujan Sedang,Banjir
60,88,264,54,4,Hujan Sedang,Tidak
87,100,368,27,7,Hujan Sedang,Banjir
69,79,270,71,3,Hujan Ringan,Tidak
84,94,301,16,8,Hujan Sedang,Banjir
67,79,238,22,2,Hujan Sedang,Banjir
53,67,196,70,8,Hujan Ringan,Tidak
97,105,386,35,9,Hujan Sedang,Banjir
68,90,378,37,8,Hujan Sedang,Tidak
54,62,262,30,7,Hujan Ringan,Tidak
43,60,194,59,6,Hujan Ringan,Tidak
62,78,269,25,8,Hujan Ringan,Tidak
112,117,385,51,8,Hujan Sedang,Banjir
48,71,233,54,7,Hujan Ringan,Tidak
153,157,609,34,4,Hujan Berat,Banjir
103,120,409,62,9,Hujan Sedang,Banjir
56,75,237,16,3,Hujan Ringan,Banjir
79,97,307,32,5,Hujan Sedang,Banjir
48,79,355,78,8,Hujan Ringan,Tidak
116,117,460,65,4,Hujan Sedang,Banjir
56,76,310,41,7,Hujan Ringan,Tidak
92,93,392,56,4,Hujan Sedang,Banjir
155,150,611,45,6,Hujan Berat,Banjir
180,158,656,41,3,Hujan Berat,Banjir
67,79,264,45,6,Hujan Ringan,Tidak
118,101,304,71,3,Hujan Sedang,Banjir
199,146,546,69,9,Hujan Berat,Banjir
55,81,302,29,7,Hujan Ringan,Tidak
117,106,306,59,9,Hujan Sedang,Tidak
79,87,319,55,8,Hujan Sedang,Tidak
46,57,267,26,6,Hujan Ringan,Tidak
62,68,235,23,5,Hujan Sedang,Tidak
60,80,302,51,3,Hujan Ringan,Tidak
77,88,336,28,3,Hujan Sedang,Banjir
62,60,219,66,5,Hujan Ringan,Tidak
40,60,270,45,8,Hujan Ringan,Tidak
63,84,367,39,7,Hujan Ringan,Tidak
194,204,707,40,5,Hujan Berat,Banjir
62,87,295,57,9,Hujan Ringan,Tidak
166,154,510,43,7,Hujan Berat,Banjir
89,94,399,79,5,Hujan Sedang,Tidak
127,148,607,69,8,Hujan Berat,Banjir
75,86,249,46,6,Hujan Sedang,Tidak
65,80,287,16,9,Hujan Sedang,Tidak
85,108,468,33,5,Hujan Sedang,Banjir
115,110,426,21,9,Hujan Sedang,Banjir
167,165,668,69,7,Hujan Berat,Banjir
66,77,234,73,8,Hujan Ringan,Tidak
96,88,286,65,3,Hujan Sedang,Banjir
78,80,280,76,9,Hujan Sedang,Tidak
81,107,358,21,7,Hujan Sedang,Banjir
127,109,356,73,6,Hujan Berat,Banjir
49,69,298,42,2,Hujan Ringan,Tidak
114,106,278,62,3,Hujan Berat,Banjir
158,125,539,17,4,Hujan Berat,Banjir
53,68,245,78,2,Hujan Ringan,Tidak
46,61,189,65,6,Hujan Ringan,Tidak
71,78,293,58,5,Hujan Sedang,Tidak
104,103,360,38,8,Hujan Sedang,Banjir
122,122,458,66,2,Hujan Berat,Banjir
57,72,281,36,2,Hujan Ringan,Banjir
84,88,326,74,8,Hujan Sedang,Tidak
153,116,456,21,4,Hujan Berat,Banjir
82,94,259,33,9,Hujan Sedang,Tidak
35,64,286,77,4,Hujan Ringan,Tidak
63,80,263,47,8,Hujan Sedang,Tidak
61,70,319,37,5,Hujan Sedang,Tidak
102,87,330,64,9,Hujan Sedang,Tidak
110,101,391,73,3,Hujan Sedang,Banjir
197,173,664,28,5,Hujan Berat,Banjir
62,76,258,17,9,Hujan Sedang,Tidak
45,66,199,62,5,Hujan Ringan,Tidak
183,166,556,69,5,Hujan Berat,Banjir
62,79,302,34,5,Hujan Sedang,Tidak
107,105,280,18,2,Hujan Sedang,Banjir
32,65,225,34,5,Hujan Ringan,Tidak
69,95,344,22,8,Hujan Ringan,Tidak
74,86,360,67,2,Hujan Sedang,Banjir
59,70,286,18,5,Hujan Ringan,Tidak
33,54,179,64,3,Hujan Ringan,Tidak
33,46,195,79,9,Hujan Ringan,Tidak
119,120,376,29,9,Hujan Sedang,Banjir
69,87,316,22,9,Hujan Sedang,Tidak
38,63,194,72,7,Hujan Ringan,Tidak
119,143,419,51,8,Hujan Sedang,Banjir
58,75,252,32,6,Hujan Ringan,Tidak
42,46,176,60,8,Hujan Ringan,Tidak
103,118,403,37,2,Hujan Sedang,Banjir
110,127,462,47,6,Hujan Sedang,Banjir
69,86,377,39,6,Hujan Ringan,Banjir
61,72,287,55,8,Hujan Sedang,Tidak
40,55,217,15,6,Hujan Ringan,Tidak
112,119,451,67,9,Hujan Berat,Banjir
75,76,314,29,7,Hujan Sedang,Tidak
119,126,498,43,8,Hujan Sedang,Banjir
144,123,448,72,8,Hujan Berat,Banjir
99,83,251,35,9,Hujan Sedang,Tidak
44,57,244,44,4,Hujan Ringan,Tidak
52,60,192,26,7,Hujan Ringan,Tidak
41,50,188,68,5,Hujan Ringan,Tidak
112,98,381,40,8,Hujan Sedang,Banjir
99,114,374,54,4,Hujan Sedang,Banjir
41,57,204,53,8,Hujan Ringan,Tidak
37,55,241,29,2,Hujan Ringan,Tidak
78,89,326,59,4,Hujan Sedang,Banjir
61,89,269,48,4,Hujan Ringan,Tidak
64,76,294,69,3,Hujan Ringan,Tidak
55,69,247,72,7,Hujan Ringan,Tidak
62,80,333,43,9,Hujan Ringan,Tidak
105,104,363,50,8,Hujan Sedang,Banjir
67,80,290,18,6,Hujan Ringan,Banjir
139,118,423,52,3,Hujan Berat,Banjir
117,95,301,71,8,Hujan Sedang,Tidak
38,65,291,62,6,Hujan Ringan,Tidak
99,98,273,20,2,Hujan Sedang,Banjir
62,70,233,17,8,Hujan Ringan,Tidak
163,177,730,17,9,Hujan Berat,Banjir
181,136,554,55,6,Hujan Berat,Banjir
108,97,312,55,3,Hujan Sedang,Banjir
39,49,202,75,5,Hujan Ringan,Tidak
84,105,344,57,5,Hujan Sedang,Banjir
30,60,181,72,7,Hujan Ringan,Tidak
37,59,278,43,9,Hujan Ringan,Tidak
34,64,181,66,6,Hujan Ringan,Tidak
86,91,374,43,3,Hujan Sedang,Banjir
64,63,237,55,7,Hujan Sedang,Tidak
34,57,171,44,5,Hujan Ringan,Tidak
67,78,323,63,3,Hujan Sedang,Tidak
69,78,228,63,2,Hujan Ringan,Tidak
